df_index	text
006555	@VEJA Cara, vcs não cansam não?  Kd as matérias do PT defendendo o regime do ditador venezuelano?  O que aconteceu… 
008696	@VEJA Crazy podia auxiliar Maduro, dando dicas de como tirar os milhões de venezuelanos da pobreza. Quem sabe ele g… 
019278	@VEJA Cruz credo, o regime que o pt quer e aplaude eh o chinês, venezuelano e cubano. Vou votar no Tarcisio que eh… 
004122	@VEJA E a mesma coisa aqui no Brasil  venezuelano  invadindo o nosso país.
009408	@VEJA E tem que criticar mesmo, enquanto eles se reúnem os venezuelanos passam fome e o Maduro não está nem aí.
008341	@VEJA Não consegue nem relação com os venezuelanos.
011950	@VEJA ONU que vai se fuder pra lá ! Eles tem que intervir é na Venezuela , e não distribuir venezuelanos pelo Brasil inteiro.
010177	@VEJA Pobres irmãos venezuelanos!
012853	@VEJA Se ele der uma barrigada no Biroliro, pode até ser. De tanto sugar o sangue dos venezuelanos, o sujeito está uma jamanta.
008629	@VEJA Só Deus prá fazer um milagre na vida dos venezuelanos pq do povo da terra já perdi as esperanças,ninguém para esse monstro.
000366	@VEJA Ufa ainda bem...apesar de eu ser  Humanista e defender os venezuelanos vítimas desse crápula, acho melhor ficarmos com os nossos...
007612	@VMMFernandes Claro, já me tinham dito que o petróleo venezuelano é uma mercadoria que pode ser transaccionado  no… 
009948	@VP @IvanDuque @jguaido Atenção, Sr.,  Guaidó não pode ser legítimo pois não foi eleito pelo povo venezuelano. A le… 
014376	@VagnerD91051074 Vocês estão sabendo que a extradição do venezuelano que está na Espanha para o EUA foi cancelada?… 
009723	@ValdekCosta @jairbolsonaro Bando de Vagabundo de mãos sujas do sangue Venezuelano ras malditos
006244	@VazzShe @folha Ei robô, sabe qntos venezuelanos já fugiram do teu ditador? 2,3 milhões. Sabe qntos retornaram ness… 
014515	@Velhos75 Como se o Luladrão está solto? O general venezuelano Hugo Carvajal já não delatou?
010168	@VelindaDe @BomDiaBrasil Tsc tsc... o povo Venezuelano está sofrendo desabastecimento. Sabe o que é isso? É fome. A… 
017247	@VelindaDe @monicabergamo Se o Lula ganhar, choraremos todos nós! Assim como choram os Venezuelanos que votaram no… 
016617	@VemPraRua_br Mais um vídeo sobre a perversão do Bolsonaro. Aqui ele afirma que as meninas venezuelanas, além de bo… 
010601	@VenezuelanARMY que linda eres
006443	@VenezuelanoC @g1 Quem falou em Haddad aqui? Aprenda a ler e interpretar cara. Para de colocar palavras onde não existem.
010968	@VenezuelanoL Eu não! Quem quer fazer um carinho no Humberto parece você... haahahahaha haahahahaha hahahahahahahhaha  mimizento
002729	@VeryDificil Lembrei de tu segunda pq sou venezuelano, estou no Brasil, comi Temaki e dps pizza ou seja....
017454	@VickySnowstorm @brunnooo___ @Astronomiaum comunismo venezuelano, nossa bandeira jamais sera vermalha petralhada! 
014991	@VictorFranquei1 Falando do governo venezuelano, tenho muitas ressalvas, mas válido dizer que foi outro que sofreu… 
010857	@VictorSoaresF @cor0te Petistas batendo até nos refugiados venezuelanos no Rio de Janeiro
014455	@Victor_rjolv  Cirúrgico. Venezuelanos querem deixar seu país? Lula mente. De mente.
013149	@ViictorGren Como essa criatura foi eleita e reeleita para presidente? As urnas da empresa venezuelana  Como a trad… 
006331	@VillaMarcovilla Ótimo agora ficamos na mão de um louco venezuelana e aqui
015755	@VilmaSo87 @laurojardim Qual Democracia você se refere? A do STF ou a Petista apoiadora dos regimes cubano venezuelano?
019170	@VilminhaBarret1 ONU denuncia miséria de venezuelanos!!! Brasil em risco com radicalismo comunista de LULA!!! 
012892	@VincentBriet1 @o_antagonista Porque a França não deixa os venezuelanos e haitianos migrar para a Guiana Francesa?
016695	@Vincius29563704 @araguezmatheus @supermrs_t @danielsemperfi_ nem a praia dos venezuelanos, né??
011084	@Virgulina3 @VEJA Foi assim que os venezuelanos se fuderam.
013087	@Vnus45356747 @pedrodoria Se tmfor executado o Golpe, haverá guerra está preparado assassino de venezuelanos
015027	@WORD_NEWSS @giovanifreitas1 A fome e os retirantes  venezuelanos procurando Roraima era o q?
005915	@WSJ O mundo inteiro ama o povo venezuelano. 
016446	@W_GUERR4 @JoaoduCaminho @RafaelSMontei @pedrocertezas @lazarorosa25 Venezuelana que estava no dia da live citada p… 
000841	@WaackSisudo  segredo t chegando bolivianos venezuelano peruanos argentinos uruguaios para invadir Brasília domingo e RJ. Golpe não se bosta
015317	@Waldo_FFC Time venezuelano é muito fraco, se apertar você acerta o placar
006532	@WalidPhares @jairbolsonaro Venezuelano Veneco, lutou com brasileiros pela liberdade, um artista de muito valor 
015834	@WalterSenna @Falagalo13 @Atletico Fluminense comprou a CBF, seleção Argentina, chilena, venezuelana.  É o Fluzão 😎
014963	@WarlenMBL A milícia Venezuelana reproduzida por Bolsonaro. Seria “ isso” que chama de “ meu exército ?”  E aí Forç… 
015567	@WeintraubGovSP A esquerda latina tem sangue e lágrimas cubanas e venezuelanas nas mãos.  DEMOCIDAS!  #SOSCuba
005538	@WesAlmeida96 Ele não falou isso , ele falou Otero seleção Venezuelana é porra nenhuma
012200	@WesleyVaz Dr, aqui no meu sertão, interior do RN, na esquina do Brasil, já existem muitos venezuelanos expulsos do… 
008245	@Wezak2019 @CarlosBolsonaro Juntando essa declaração a um boato que prenderão cubanos e venezuelanos na região pode… 
009630	@WilliamGNavarro @MiriamLeitaoCom @vnetto Estamos aqui. Pesquisadores, professores, Brasileiros e Venezuelanos. Gen… 
011351	@WilliamZion @orgulhogado @sergiokond Quando sua cidade encher de venezuelano nos sinais pedindo comida e dinheiro… 
017960	@Williamnascto @flferronato Ou 3 venezuelanos com acesso ao código fonte.
007094	@WillyanSalles @jandira_feghali @BrasilLibre @GreenpeaceBR Ah, falei dos barris da Shell? Empresa bem venezuelana essa hahahahahaha.
010203	@WinstonLing Estou passada, qual é a desse general? Queria sim que os venezuelanos tivessem armas para se defendere… 
016601	@Xiaominho Infelizmente. Se acharam tranquilo o comentário dele sobre as Venezuelanas. Haja oração pra esse País.
015513	@Xoxottone cadê os venezuelano com internet ruim pra vir batalhar comigo
005284	@Xthesum41 E eu n xinguei venezuelano, to flnd q quando o Brasil virar a msm coisa da venezuela por causa dos esque… 
012144	@YahooBr Essa ai é falsa, achei uma verdadeira da praça de alimentação de um shopping venezuelano, LOTADA ! 
017628	@YoFagnerTorres Acho q viu a entrevista do pai, falando das venezuelanas de 14/15 anos e resolveu se afogar na tapioca
011443	@YuriFialho @UOLNoticias Seu babaca ! Quando o ladrão de 9 dedos e sua sucessora aplaudiam o assassino venezuelano… 
012299	@YviMcarneiro Tudo culpa dos comunistas venezuelanos petroleiros kit de piroca cheio de letras
012984	@Z_LyhGomes O nosso Presidente foi eleito sim no primeiro turno, mas os esquerdistas com essas urnas venezuelanas c… 
013073	@Z_LyhGomes Que nossos irmãos venezuelanos se livrem desse genocida!
017767	@Zambelli2210 @jairbolsonaro Se aceitar e sermos mansos, iremos fazer igual o povo venezuelano...não podemos deixar...
016848	@Zambelli2210 Neimar votou pensando nas criancas; será que ele pensou nas crianças venezuelanas sendo chamadas de p… 
016881	@Zambelli2210 O POVO VENEZUELANO QUE O DIGA!!!! VCS NÃO APRENDERAM NADA COM O QUE OCORREU NOS ÚLTIMOS ANOS!!!! PQP!!!!
002524	@Zambyapunga @gugachacra Fdp falar isso. Fala que a ditadura socialista matou 121 venezuelanos por discordarem enqu… 
006520	@Zeh_Gato foi suicidado através de um escorregamento num sabonete... (existem às paletes nos supermercados venezuelanos)
017236	@ZenildaZa @joao61915 @UOLNoticias Vimos que ele prevaricou ou mentiu. Disse que eram adolescentes venezuelanas se… 
001648	@ZimriRosas @MippciVen @ContactoMaduro venezuelano filho da puta do caralho, chupas la pija dura de Maduro pelotudo de mierda
003851	@ZlotoNews: Negociações entre governo e opositores venezuelanos fracassam 
002963	@ZucAFB @estudioi @beltraomaria O cenário venezuelano e' trágico mesmo, caro.
016987	@ZurockV Hoje eu tive a experiência mais chocante da minha vida ao falar com um venezuelano. A corrupção  monumenta… 
012202	@_Aln7 Não que ele seja ruim, mas porra, 50 milhões num venezuelano? Venezuela nem futebol tem. Me ajuda ai.
016135	@_Janoninho @AndreJanonesAdv Para as meninas Venezuelanas de 14 ou 15 anos que estavam na casa, quando aquele adult… 
015201	@_Jeycob_ dormiu bem? venezuelano falsificações
011893	@_Kairos___ por isso mesmo, fome de 1k venezuelanos
019240	@_LHcouto @Ednaldo40916743 Assistam Cara a Tapa,Rica unho de 2 venezuelanos.
018305	@_Litiiii Só a venezuelana hahahaha aprovada
001715	@_MauroGil qtos rolos de papel higiênicos os venezuelanos levarão na maleta?
012452	@_Nakop ela jogou na cara que sabe que o software venezuelano foi feito justamente para assegurar eleição de pessoa… 
010454	@_RodrigoPinto_ @xxhias @Cardoso O cara compara o regime Venezuelano com governo daqui. É MTA cara de pau
006710	@_Sergio_Govea_ Tbm conheci o belo Caribe Venezuelano antes do chavismo.... hj nem me pagando quero ir lá.. ok? Exi… 
003607	"@_SerieA_2017 ""Meia boca"", "" Só sabe chutar"".. Assiste o mlk jogando.. O cara é fera e tem muita raça! Tem muita qualidade esse Venezuelano!"
009918	@___Campos___ Se colocar o Venezuelano para viver em Miami, com o básico, ele nunca mais volta pra Venezuela. País quebrado e ridículo.
019244	@___Carlin__ @clarionrox @monark @KimKataguiri Isso foi culpa do Estado venezuelano...
014223	@__jose0826 vai maze aprender a flr português antes de me vires corrigir venezuelano da merda
008336	@_andresanches @robertolioi @_gabrieldud Esse jogador venezuelano que chegou no Santos não fez parte do Sub 20 que… 
008542	@_carvalho99_ Quem diabo é esse? Algum novo messi do campeonato venezuelano?
014661	@_catchme1 manda o pix ai, ficarei orgulhoso em mandar 50tão pra você 🤩🤩  (como não foi especificado, serão 50 pesos venezuelanos beleza? )
017319	@_eslanina pq sabemos o sofrimento do povo venezuelano, e não queremos passar por isso!!
008075	@_eubernardo @pauloap #23ECalleHastaQueSeVaya Força a nossos amigos Venezuelanos.
012737	@_juts_ @bb_bombaa PQP KKKKK O VENEZUELANO
002774	@_mendiguito @btrzfontenele @sidguigui @RaissaSales @anatreta Venezuelano mais louco de Natal
017606	"@_mistressofdark E a criança do ""pintou o clima"" era venezuelana..."
003259	@_shadymademe_  curto bue do estilo no chill!! Nao sei cm tens paciência para conseguir aturar aquele venezuelano😂
013101	@_testesdamassa se for pensar, melhor para os venezuelanos...
006365	@a1rton @_Br4zil @thescrymore @moisesjusilva @dud37 @allnicksused É pobre de esquerda: quer comer rato como os venezuelanos
017192	@aJessica_soares 𝐀 𝐩𝐢𝐜𝐚𝐧𝐡𝐚 𝐪𝐮𝐞 𝐨 𝐏𝐓 𝐯𝐚𝐢 𝐭𝐞 𝐝𝐚𝐫: Relatos de venezuelanos, muitos com boa formação profissional, do q… 
017755	@aakahzinha @AndreJanonesAdv Vá visitar os venezuelanos os cubanos foragidos que você entenderá. Conheço três rapaz… 
007328	@abaguajava @xuvetyn__ @MulherTamarindo @rsallesmma Cara não deixa de ser venezuelano, Qual navio transportou já qu… 
002196	@adiosfarol To Bem a Miss.  Nunca mais assisto o miss universo da mesma forma. Principalmente quando eu ver a candidata venezuelana.
018179	@admbnii @zouseru OI GATINHA SOLTEIRA   IGNORA ESSA MATADORA DE VENEZUELANO AI
014804	@adrianofs30 @RevistaISTOE Cara.. vc é mal informado. Existe a white Martins e a estatal venezuelana que enviam oxi… 
008151	@adrianotomasoni @JornalOGlobo Ao invés de conversar com alguns venezuelanos, pq não faz uma análise mais ampla, de… 
006647	@adrielfcuban @nizmycuba E não votamos em Dilma fraudaram as eleições nas urnas venezuelanas... com uma contagem de votos secreta
010253	@aeciofaraujo E vc acha que Bolsonaro e Trump tão preocupados com os venezuelanos? Querem só o petroleo. São as san… 
012751	@agroanjo Tá aí um homem que acho lindo com e sem barba. 🤣🤣🤣 Edgar Ramirez ator venezuelano 
016247	@aguedescartoon É porque não querem comer cachorro igual aos venezuelanos e argentinos, só isso
003671	@ailtonamaral Verdade, parem de apoiar o maduro. Ele está exterminando o povo Venezuelano 🇻🇪
004709	@ajulysantos Eu gostei da parte que ele compara o número de venezuelanos dentro do país com o número que está saindo. 🙄👌
005543	@alFranceschi Os venezuelanos desembarcam na cidade de São Paulo em um voo da Força Aérea do #Brasil. Eles ficarão… 
013825	@alanmorboso @boybix98 Esse rapaz não e venezuelano e isso daí foi em São Paulo, Brasil na República pode ver a placa da rua Aurora
000879	@albino_lari nem eu kkk Só sei q é venezuelano pq me disseram
007941	@alcaldeledezma @ValdirFalaSerio Força ao povo venezuelano! Resistência para recuperar a pátria amada.
017733	@aleealcatraz Os venezuelanos jamais ajudarão o PT,  esse povo sabe muito bem do que eles são capazes. Se ajudarem… 
009645	@alefrotabrasil @governodobrasil @jairbolsonaro @SenadoFederal @camaradeputados parabéns Alexandre frota por defender o povo Venezuelano
003823	@alefrotabrasil O Maduro tá pouco se lixando pros venezuelanos que ele tem lá na Venezuela... Vai ligar pra algum q… 
004078	@alefrotabrasil Os venezuelanos que estao no Brasil estao fugindo de perseguiçao politica sua anta!!!
008459	@alencaramatos @CavaleiroTemplo Va la e fica 3 meses pasando o mesmo que o venezuelanos, valente, depois volta aqui… 
002950	"@alericoboni @Estadao ""vigorosa democracia venezuelana"", como pode a militância PTIsta apoiar um governo como o da Venezuela, é o fim do PT."
010341	@alessandromolon Quem detem o monopólio das armas, detem o poder!  Basta olhar pra ditadura venezuelana! Só continu… 
003014	@alex_borges @yurivs seria hora de fazer um muro na divisa do Brasil com a Venezuela pra não deixar os venezuelanos… 
009739	@alex_fcorrea @requiaopmdb A ajuda vem do USA, usam o territorio brasileiro para entrar em territorio venezuelano.
013471	@alexandre A ditadura do judiciário tirou o disfarce e perdeu a vergonha, o filme brasileiro segue o mesmo roteiro do venezuelano.
015921	@alexandre Só gostaria de lembrar que somos brasileiros e não venezuelanos, aqui , o povo não irá deixar ninguém, a… 
009746	@alexandregarcia GUAIDO e INTERINO ate NOVAS ELEICOES SEREM REALIZADAS, ele e um REPRESENTANTE LEGITIMO ELEITO pelo POVO VENEZUELANO  !!!
008858	@alexandreport10 nós temos armamentos que abate aviões venezuelanos-russos ?
000806	@alexcuadros achei esse artigo bem legal. a visão de um venezuelano 
017542	@alexia_sindeaux Sim, ai na campanha eles são “nossos irmãos venezuelanos 🥰✨🫶🏼❤️” 👀
007030	@alferdez @LulaOficial Já não basta os venezuelanos, ano que vem vai começar a fuga dos Argentinos para o Brasil...
009865	@alienluh @ThiagoAlfaBlack @Pirulla25 A gente receber uns refugiados venezuelanos em Roraima também não resolve o p… 
007225	@alinehelenaas @fabriciopedra90 @ResistBrasilUS @rsallesmma Deve ter acreditado na historinha do cargueiro venezuelano.
012503	"@allanldsantos @realDonaldTrump @danielPMERJ 09) ""SMARTMATIC, a empresa Venezuelana que fabrica as urnas eletrônica… "
012614	@allanldsantos O que não estão enxergando é que teremos desenhos chineses e novelas venezuelanas na internet. O res… 
012460	@allanldsantos Seria um ótimo pretexto p Trump arrancar o Maduro do poder !!! E salvar o povo Venezuelano 🙌🏻❤️🙌🏻
012789	@allanmirand @g1 Também acho. Acho que o Brasil deveria fazer a mesma coisa com os Venezuelanos com os Haitianos qu… 
006642	@allantercalivre @TSEjusbr Está lá dizendo que as urnas eletrônicas venezuelanas são seguras e dando permissão para… 
010153	@allantercalivre @nirdop A tropa de elite da polícia militar do Rio Grande do Sul acaba com o exército venezuelano 🤣🤣🤣🤣
010817	@allantercalivre Infelizmente fracassou. E o ditador Nicolas Maduro vai continuar massacrando o povo Venezuelano  !… 
013434	@allantercalivre Pois é,  mas nossa Suprema corte está mais preocupada em defender bandidos venezuelanos, invadir c… 
013267	@allantercalivre Vamos aguardar o movimento da frota americana proximo à costa Venezuelana... e os exercícios milit… 
013058	@allantercalivre 👏👏👏 é verdade 🤔 é necessário devolver a democracia ao povo venezuelano Ruan Guaido deve ser o PR i… 
006986	@allbasto @GreenpeaceBR @rsallesmma Cartazes não ajudam, só mão no óleo Venezuelano mesmo.
017358	@almirferreira1 @taoquei1 Venezuelanas fugindo de um governo que controla a mídia e é socialista.
002705	@alvarodias_ @YouTube Com tantos brasileiros deixando o país, os Venezuelanos já se arrependem de virem p/ o Brasil… 
008013	@alvarodias_ @robertojsalles Vocês verão que Maduro não se importa com o povo venezuelano, ele deixará muitos morre… 
013445	@alvarodias_ Democracia? Democracia tipo VENEZUELANA? Democracia que não respeita uma eleição que elegeu JAIR BOLSONARO? Isso é FACISMO.
012479	@alvarodias_ Eu também tomaria esta vacina, um chinesa, paraguaia, holandesa, americana, árabe, cubana, venezuelana… 
018633	@alvarodias_ Narcopetismo - ex-general venezuelano traz novas informações sobre dinheiro do narcotráfico que financ… 
012349	@alvarodias_ O Povo de bem venezuelano apoiando o Brasil para retirar este Lixo Ditador do poder a guerra não duraria doze horas!
012055	@alvarodias_ Por que o Brasil não denuncia da ONU de imediato????  Que os venezuelanos digam a ONU quem é democrata… 
007200	@alvstony_ agora pra eles é lindo falar que o óleo é venezuelano mas quando falaram que a fumaça de são paula era d… 
018495	@amigosdobob Ele pode virar cidadão chinês, cubano ou venezuelano, sei lá, ele que se dane.
018473	@amigosdobob Tem outras opções. Pode ser venezuelano, argentino, cubano.
013475	@anaclara_ac92 @EuKato_ É só os venezuelanos que passam por isso... não tem milhares de brasileiros que passam por isso todos os dias
017456	"@anadaronch_ ""Há 23 anos atrás os venezuelanos comemoravam a vitória de Chavez.....hoje eles comem lixo"""
011094	@analisdocsPF @jairbolsonaro Mourão é pro aborto É favorável as feminista É favorável a escravidão do povo venezuelano
008847	@ananiasfernanda Já tá passando da hora de eliminar esse assassino e libertar nossos irmãos venezuelanos #23FAyudaYLibertad
014059	@anavilarinol Não tem nem vôlei na Venezuela. Que esporte você acha que o estado venezuelano pode financiar? Os car… 
005620	@andiamomeno @Hendrix_Careta Terminaram qdo apoiadores das ditaduras cubana e venezuelana chegaram ao poder, inclus… 
014533	@andre_bouzon @JovemPanNews O FBI  é financiado pelo partido comunista chinês🤬😡🤬😡. Eles fazem cursos com o Exército cubano e Venezuelano 🤬😡🤬
017114	"@andreacariana @jaques029342811 @GFiuza_Oficial Enquanto isso, os venezuelanos manifestam sua opiniões.   ""Somos re… "
013530	@andreafonso Runs estão bons. Vinho venezuelano? Foda-se tira fotografia
017526	@andrebelini Bolsonaro estava denunciando e condenando a prostituição de meninas venezuelanas por causa da ditadura… 
017809	@andrefran E o petismo/lulismo é o comunismo cubano/venezuelano/nicaraguence e assim vai.
009230	@andrefran Não vejo a hora de ruir de vez o estado venezuelano e a população puxar umas diretas. Não adianta os EUA… 
015264	@andregallindo Em Recife muitos são Venezuelanos!!!
011945	@andregoth @QueirogaCarina @AlineQ12 Vc morou lá? Conhece? Pq tem tanto venezuelano fugindo pro Brasil e outros paí… 
017325	@andreporci Aham...muito vi notícias semelha tás, em eleições venezuelanas, bolivianas, nicaraquence, etc... E de a… 
016146	@andreporci Nossa ele está indignado, mas o cara q ele apoia chamou venezuelanas de putas e ele n ficou chocado!
016049	@andreprado_add @ptbrasil As venezuelanas já desmintiram ele kakakka 
014690	@andrerfranco17 @rsallesmma Votem para o comunismo já que JB não fez nada porque não roubou. Os Venezuelanos e Cubanos são felizes.
007665	@andretrig Agradeçam ao pt... o navio grego, envolvido com o Petrolão e com a Lava-Jato, derramou óleo Venezuelano... Quanto é 1 + 1?
014667	@andretrig Querem ajudar? Receba os hermanos venezuelanos, que vivem um desastre sem igual.
011209	@andrevaladao @GabrielMassac @jairbolsonaro Lembre-se : Quando os venezuelanos foram as ruas já era tarde demais! H… 
017764	@andrevaladao Hoje aqui em São Luís parei em um sinal e um venezuelano estava com um banner do Presidente… 
017672	"@andrevaladao Liga não, ele tem 5 filhos com 3 mulheres diferentes, ""Pintou um clima"" com venezuelanas de 13 anos e… "
012428	@andrizek @RMPoficial Uma inovação tática! Só usou jogadores brasileiros contra um time que joga só com venezuelanos. Gênio!
006978	@andrizek O mau caratismo a gente já percebe quando vem colocar o derramamento de petróleo venezuelano na conta do governo
006596	@andrizek Qual democracia ??? Cubana, venezuelana, iraniana, congolês
018508	@andrizek Verdade nesse caso a carapuça serve para dona Leitão que admira muito os governos ditadores cubanos e venezuelanos.
002326	@andrizek Verme, como você ousa relativizar a ditadura venezuelana? Você faz parte da escória do mundo e merecia sofrer lá.
015774	@angela_nespoli @Biakicis com certeza ñ irmã, nosso país corre um risco muito grande de se torna uma Venezuelana ou uma Cuba infelizmente.
008827	@aninhacov @tabataamaralsp Foi essencialmente uma ação de relações públicas. Se objetivo for ajudar venezuelanos, i… 
006242	@annapaulasnoo @EuSouMBC Quer comparar nossa cidade de 350 mil habitantes com 50 mil venezuelanos e a sua com 2M e uns aqui e acolá haha
015251	@annyviaana Além de sushi, vou comprar umas comidas venezuelanas 🥵
002387	@anterogreco @VMN_SP Antero, ele é imigrantes contra haitianos, venezuelanos, bolivianos... Ele se acha superior. É um supremacista latino.
003693	@anterogreco Falando em repressão, qual sua opinião sobre o ditador venezuelano ter mandado os tanques passarem por cima dos manifestantes?
006416	@anterogreco O pior é q confundem ditaduras cubanas e venezuelanas com comunismo.
008603	@anterogreco Perfeito, Antero! O Brasil tá cheios de experts na história, política e economia venezuelanas (dos doi… 
006223	@anterogreco Vai lá e olha os números da economia venezuelana em 1992 quando o Chávez assumiu era o país mais rico… 
015180	@antissiemssia @realpfigueiredo Quem abriu as pernas para o TRUMP? o governo venezuelano salvou o capitão JOSEPH ME… 
014193	@antonio72851466 @LuizC75384991 Se maduro continuar! Não vai sobrar um cidadão venezuelano para contar a história.… 
015047	@antonioalencar8 Se ela levar repatriar os venezuelanos daqui já ajuda muito.
019253	@antonioocarlo @FlavioBolsonaro @brunovileladois Kkkkkkkk A democracia Venezuelana é tão boa!
007871	@antoniotabet @gduvivier queria ver esse tesão do guga com todos ditadores cubanos, venezuelanos mas 90% de twitter… 
006403	@antoniotabet Mal sabe vc que uma turminha tem um zap e 7copas na manga(urna eletrônica Venezuelana) 🙈🙈🙈
018291	@anusprolapsado Mas pouco, morei no garimpo do MT só  tinha índio boliviano venezuelano era bem doido
007086	@aosfatos @marcuscalazans2 Mas a UFBA constatou que o óleo muito provavelmente é venezuelano. :)
015124	@apitoxfla Esse venezuelano já nos operou há duas Libertadores, se não me engano... É mal intencionado com proteção da CONMEBOL.
018169	@apladislau Porque não assinou com um streaming cubano? Ou venezuelano? Chinês? Norte coreano? Nenhum comunista?
005320	@apyus @JosyTelles_REAL Só falta dizerem que os refugiados venezuelanos estão fugindo do excesso de Direitos Humanos.
016326	@apyus Polícia na rua parecendo impedir eleitor não é coisa bem vista pelos mercados. Talvez pelo mercado Venezuelano.
016980	@aquino20211982 @ExMSTponcio Respeitar porra nenhuma, a mesma democracia dos venezuelanos que comem cachorro e gato… 
014452	@araychtock não é o que você procura, mas lembrei do OVERATH BREITNER, venezuelano que jogou no santos 
017051	"@arcenathi eu ouvi ""trabalho com venezuelanos e tu não"" respondendo ao ""luto pelo meu país"" kkkk vai se fude porra"
001683	@arielpalacios @GloboNews @julianarosa_ É de partir o coração a situação do povo venezuelano....
003017	@arielpalacios A imprensa brasileira está mais preocupada em sua ilusão contra Trump, Farage, que só lembrou da tragédia venezuelana agora.
017949	@arnogueira Realidade paralela? Pergunte aos cubanos,  venezuelanos, chilenos,  panamenhos, bolivianos e argentinos… 
010962	@arrascabrejas vai la bancar ditadura ow mongoloide, povo venezuelano sofrendo opressao de verdade e voce reclamand… 
015110	@arrobaleatoria @rianhez Porque a experiência Venezuelana seria considerada um fenômeno revolucionário, e não reformista?
011833	@arrrowp 4 venezuelanos visualizaram essa foto e choraram
017522	@artetipopg @GFiuza_Oficial DAMARES E MICHELLE BOLSONARO COMPRAM SILÊNCIO DE CRIANÇAS VENEZUELANAS QUE FORAM VÍTIMA… 
000279	@arthurdeverdade uma boa pergunta seria, como q essa empresa trouxe a seleção argentina, se ela venezuelana??
015535	@arthurmoledoval Artur você parece aqueles jovens venezuelano que colocaram o gu Chaves no poder e consequentemente… 
014013	@artistadobeco e o pior é ela era venezuelana, então foi xenofobia junto
015349	@artuhzin Jogando com o lanterna do grupo B do Campeonato Venezuelano até o Sport
004895	@artur_slo @LulapeloBrasil Deveria doar o prato de comida dele para um venezuelano!
006852	@as_sousa Ele já tem aqui milhares de Venezuelanos e Cubanos agentes do serviço secreto.
017039	@atarde Sou Baiano e moro em Roraima há 13 anos. E se meu conterrâneos da Bahia soubesse o que os Venezuelanos estã… 
014668	@augustodeAB Hugo Carvajal, ex-chefe da inteligência militar venezuelana. 
018804	@augustodefranco Vc tá esclerosado amigo ! Quem faz isso é a esquerda ! Olha a moeda Argentina e a Venezuelana! Chora não Bebê!
010456	@augustosnunes Neutralidade e respeito a soberania significa, para eles, fechar os olhos ao genocídio do povo venezuelano.
005561	@avilelav é muita alienação viado, os cara falando que ele tava humilhando o povo venezuelano kkkkkkkkk tão sangrando demais
010509	@azevedofonseca @CarlosBolsonaro Porra vcs não vão pra cuba, ou para ou paraíso Venezuelano? Já levarão a linha do… 
013609	@b_delaurentis @MRN_CRF @Georgeneder Conhecemos um motorista gente boa, venezuelano, estava trabalhando numas condi… 
010870	@babdiasv Minha vizinha venezuelana fazia pra mim, pensa num tremmmmmm baoooooooo 🤤🤤🤤🤤🤤🤤 
012781	@bafafamana Árabe judeu indiano venezuelano . Kakaka
012064	@bakubrow KKKKKKK É PQ ELA TRABALHA NO PRÉ aí ela tava falando que tinhq 3 venezuelanos lá
016125	@ballibow @swiftlycline @AndreJanonesAdv Cala a boca, seu lixo. Seu ídolo fica indo atrás de prostitutas venezuelanas adolescentes!
000790	@bandnewsfmrio A legenda certa: A fome já reúne manifestante a favor da boquinha do governo. Os Venezuelanos também enfrentam a fome.
011658	@barbarasmb @tuabisavo Também acho que é meio difícil para o cidadão médio venezuelano comprar o que precisa com su… 
012907	@barth_lisia A #OperaçãoAcolhida ajudou a transformar muitas vidas venezuelanas! Saiba mais: 
011263	@bbcbrasil 1- povo venezuelano 2- povo venezuelano 3- militares do lado do povo venezuelano 4- povo venezuelano. 5-… 
002202	@bbcbrasil Assim como no Brasil, sou a favor de uma faxina geral na política venezuelana. #FueraMaduro #ForaTodos #FaxinaGeralJá
006333	@bbcbrasil O povo venezuelano sofre nas mãos de corrupto tanto quanto nós, quem nunca pensou em fazer a malinha e i… 
007029	@bbcbrasil O que essa quadrilha teria a dizer sobre o óleo venezuelano despejado em mar Brasileiro?  MARGINAIS !!
003930	@bbcbrasil Os terroristas toscos da direita venezuelana, disso a grande midia daqui sequer toca no assunto.
017836	@bdebruna2021 @Lucy_ano_ @ItaloPetraglia sim amigo até porque as urnas venezuelanas sem acesso à auditoria e com in… 
007778	@beafioroni @MarkRuffalo Já q vc gosta de socialismo, você aceita trocar de lugar por uma Venezuelana? O Velho da H… 
018218	@bean_rafael @BolsonaroSP Por isso que milhares de venezuelanos estão fugindo para o Brasil então? Para passar fome… 
007563	@beatrizbrasill amada????????? quando você vier dnv um dia vou te levar num lugar top. pepito e um sandubao venezuelano
017699	@beatrizdiniz não é bem assim! ele de fato visitou uma família venezuelana em live, mas o assunto abordado foi OUTR… 
010539	@bebummineiro Lamentavelmente argentinos e venezuelanos nos dão aulas de cidadania e política.
012488	@begulas Inclusive provavelmente eu vi sobre isso de futebol venezuelano/chavismo no seu insta   Deixando aqui os créditos atrasados kk
015477	@beisebolmafora rapazzz 😂 to num grupo c amigos que torcem p yankees e já me referi ao Gio como venezuelano mil vezes 😂😂😂
010451	@belemtransito @mirado1996 Com toda chuva, não falta índio venezuelano nos semáforos 🚦 de Belém.
006499	@belinemoraes Já te dei. Redação sobre refugiados venezuelanos, o cara se posiciona contra. Acha que ele será avali… 
